# Summary stats for batch processing of regression models
# timestamp: 2021-05-15 11:43:30
"ID","file_name","slope","pVal","r2"
1,"ranFile013.csv",0.310165025613227,0.153963233056761,0.0901666997114947
2,"ranFile014.csv",0.186314382583407,0.286840870771485,0.0513759348331831
3,"ranFile015.csv",0.110607434841436,0.331270545695109,0.0165670046654208
4,"ranFile016.csv",-0.159605444952643,0.368577269045325,0.0386550541749926
5,"ranFile017.csv",-0.100982369830166,0.570165273763688,0.00624043204769927
6,"ranFile018.csv",0.0954775122967393,0.635722238524855,0.0114367344556701
7,"ranFile019.csv",-0.410799371865996,0.0307238166201963,0.114169068801573
8,"ranFile020.csv",-0.130042124945565,0.232988138525294,0.0161256123325388
9,"ranFile021.csv",-0.221348041706528,0.0294118884952923,0.0527643088332011
10,"ranFile022.csv",-0.0791822524348142,0.556837947581157,0.00598539328003656
11,"ranFile023.csv",0.0730252772608433,0.592535387278022,0.00826620299149102
12,"ranFile024.csv",-0.346473720639598,0.103269641979851,0.127187278831435
13,"ranFile025.csv",0.15604630011467,0.495674761963226,0.0161524148758265
14,"ranFile026.csv",0.197411173817564,0.0505286878401928,0.0535298663947866
15,"ranFile027.csv",0.191874157324549,0.366079155416896,0.0341560506585086
16,"ranFile028.csv",-0.0464526930246578,0.834746046168945,0.00164068424058981
17,"ranFile029.csv",-0.11456382647267,0.559673670287101,0.0104138502909555
18,"ranFile030.csv",-0.245790596503008,0.0793045684254581,0.0654257259427877
19,"ranFile031.csv",-0.271793122784211,0.0756821792965419,0.130783730671943
20,"ranFile032.csv",-0.127283431777225,0.348615636369501,0.0149040301328917
21,"ranFile033.csv",0.47343304737398,0.0336345278225556,0.30255890369368
22,"ranFile034.csv",0.0417261036939235,0.725595475708239,0.00147426587446985
23,"ranFile035.csv",0.0418250574665235,0.709066894669269,0.00157174011099713
24,"ranFile036.csv",0.198695657220314,0.145552345148614,0.056373724932222
25,"ranFile037.csv",0.0121057887875815,0.910766970886809,0.000166339437669659
26,"ranFile038.csv",-0.0983828264749182,0.498301043869816,0.0100267782491029
27,"ranFile039.csv",-0.00860742552524675,0.945527157077904,7.8452392634332e-05
28,"ranFile040.csv",-0.162658357339574,0.369932090732776,0.0384411498246241
29,"ranFile041.csv",0.124941978676759,0.275115583615469,0.0154483944651805
30,"ranFile042.csv",0.0637800915803074,0.52919314915081,0.00446383233330866
31,"ranFile043.csv",0.268392441181636,0.133336825609843,0.0614882724866388
32,"ranFile044.csv",0.11856225214219,0.33274899739391,0.0134076911755126
33,"ranFile045.csv",0.190714801223281,0.129717967004858,0.0334394542355577
34,"ranFile046.csv",0.0382495235455545,0.736809600806234,0.00160081174620043
35,"ranFile047.csv",-0.0594300409788455,0.705422173404867,0.00390682871569935
36,"ranFile048.csv",-0.207657330912112,0.22980028252217,0.0461725303696946
37,"ranFile049.csv",-0.0998832750727108,0.436631276371467,0.00933749410078916
38,"ranFile050.csv",-0.00237612579719448,0.984941143867894,4.78176605377872e-06
39,"ranFile051.csv",-0.0129219970001223,0.920721100838341,0.000181724630089642
40,"ranFile052.csv",0.398164839910041,0.52052375990155,0.0719962941255282
41,"ranFile053.csv",0.05451469474696,0.849253293847641,0.00343085192366191
42,"ranFile054.csv",0.0620545057787739,0.554288223529128,0.00462084348401722
43,"ranFile055.csv",0.0292602631377057,0.86082748247251,0.00107775728437785
44,"ranFile056.csv",0.0890676426931429,0.39270396288537,0.00762045637780628
45,"ranFile057.csv",-0.267174870821815,0.278144296350896,0.0450636620005547
46,"ranFile058.csv",0.191458693315595,0.0782113439767416,0.0360395525151912
47,"ranFile059.csv",0.284967411962717,0.555436578718249,0.035880888149627
48,"ranFile060.csv",0.0768811924136845,0.626706533419182,0.00496739708939653
49,"ranFile061.csv",-0.279856641685051,0.017638542049473,0.0811940168680685
50,"ranFile062.csv",0.103223361432658,0.606014213943237,0.0103757700176317
51,"ranFile063.csv",-0.110888413532748,0.42045624905045,0.0112236660093907
52,"ranFile064.csv",-0.168780418490917,0.285673937377908,0.0307435363334998
53,"ranFile065.csv",0.031163022967518,0.749759158958652,0.00117539859708833
54,"ranFile066.csv",0.0995403681375324,0.603197405627685,0.0144935638181707
55,"ranFile067.csv",0.121810346950828,0.328690449766804,0.0140341585196715
56,"ranFile068.csv",-0.147166826043298,0.460672694359525,0.0219644152044891
57,"ranFile069.csv",-0.138603143937285,0.283452912539815,0.0168987886911358
58,"ranFile070.csv",-0.0352633176265979,0.769319806093966,0.00108120696888486
59,"ranFile071.csv",0.216053879979959,0.343099712767929,0.0529858149809805
60,"ranFile072.csv",0.220448011925989,0.186026187781033,0.0575461126097961
61,"ranFile073.csv",0.156179312736078,0.478196192094336,0.0203153776943857
62,"ranFile074.csv",0.0661364982859418,0.800429623366749,0.00509508546902213
63,"ranFile075.csv",-0.276646561492589,0.31223117187045,0.0848701998029147
64,"ranFile076.csv",0.0235922376705697,0.834099756547399,0.000558657918563848
65,"ranFile077.csv",-0.182757024801488,0.23974200729889,0.0237488251297779
66,"ranFile078.csv",-0.0377235630048816,0.730551729010658,0.00143658384879996
67,"ranFile079.csv",0.0402374817324504,0.724892224127848,0.00211483137380887
68,"ranFile080.csv",-0.181729818339538,0.141088002824565,0.0389618775227419
69,"ranFile081.csv",-0.0247764352372516,0.899993079721692,0.000517598442462946
70,"ranFile082.csv",-0.201744724109136,0.470555832989016,0.0293005432894248
71,"ranFile083.csv",0.115732493624152,0.258670444554018,0.0157238114501345
72,"ranFile084.csv",0.10673983652135,0.425508102517065,0.0109831235308708
73,"ranFile085.csv",-0.668069219476221,0.0271201549737988,0.584632725829449
74,"ranFile086.csv",0.0610949393981432,0.61892268161648,0.00336003555746454
75,"ranFile087.csv",0.0963566800319358,0.581710044326288,0.0109729193665371
76,"ranFile088.csv",-0.135802511377313,0.584275818385924,0.0121421884996266
77,"ranFile089.csv",-0.0988197492393647,0.628591324016264,0.0149735401754612
78,"ranFile090.csv",-0.230240208306315,0.492638777210371,0.0537736580137171
79,"ranFile091.csv",-0.00693636254408473,0.978750556776655,6.1630797774747e-05
80,"ranFile092.csv",0.0484380630189622,0.658102098193963,0.00259044911588177
81,"ranFile093.csv",-0.214548744400638,0.177289670957189,0.0383843261583572
82,"ranFile094.csv",0.0820901026349913,0.518086736456517,0.00955563760850348
83,"ranFile095.csv",-0.218733002824279,0.137430788475975,0.0376444217451022
84,"ranFile096.csv",0.0932773151015227,0.598888250037533,0.0117015352905727
85,"ranFile097.csv",-0.149609422762853,0.558718365234705,0.013856125099905
86,"ranFile098.csv",-0.0749435039533533,0.760898561882572,0.00499098032199007
87,"ranFile099.csv",0.0413877534196129,0.888891440463239,0.00259328845604858
88,"ranFile100.csv",-0.118168250705778,0.396962280997467,0.0121896498155851
