# Simulated spore data file for batch processing
# timestamp: 2021-05-15 17:05:59
# SKM
# ----------------------------------

"spore_length","spore_width","spore_vol"
35.2972116397245,34.2850797473412,25576.3552219164
37.961493122238,26.1325647948068,14760.2461629967
38.7364245363546,32.051168239958,20330.0351591464
46.8476622720229,35.6468813406868,22521.5786239925
43.2045562706287,30.935001824488,17035.6583261692
41.3234447230571,33.4554743157452,30262.8686693267
48.3906728625122,35.3343367008327,17308.0387160098
45.0828565358815,27.5372128447594,30605.9024173113
28.9755044009338,21.7456148208773,28462.1587536675
36.5741377118139,29.984410662378,15587.2357516524
27.4570838402571,32.2728423775209,35253.8326435984
44.4766766664447,30.6781501264319,24666.4068574944
45.2757648885171,23.5965717697608,5898.60163422339
37.9225321623602,28.6583298493522,17637.3748338962
53.4314710142043,31.5429359002404,19144.7699642278
34.9102717384272,44.242394021127,15622.5520209356
40.0104390880899,26.174957168586,30092.5474304707
33.7562012470405,31.2362753644683,38782.291289915
36.8667641490847,24.5842436973211,24122.3143894742
33.5647586068088,30.8587933208957,23276.9059992151
44.7257470861695,32.7815806427058,40541.8419640581
46.7032441339105,21.6167672991053,31940.1385756345
48.3369832866035,25.1034730985842,34310.2199333696
44.2492066617713,26.3935516992799,26215.0073998169
37.7243694363762,25.0487080334854,27773.6323837996
28.8170417659524,37.2177591099295,35650.5384732493
43.9470286990593,28.5155827269999,17365.5575132057
26.5245612642043,22.2298776797402,15435.4427153727
32.3644731131271,35.0361560073974,17668.3354297101
38.7455523621365,25.6878997246526,44198.140562328
31.5877671181041,31.4679540612761,16867.0595672573
36.6067703821466,33.6071014814884,7880.46073358919
28.1889714428567,31.1959902962035,15703.5263631981
42.9051936323282,35.011322319451,34891.4806101673
31.593558355136,28.2889240081809,30069.0334862107
23.6760454619951,25.5730142763255,13088.0198145391
30.1459763770391,39.7860563602717,10655.827430912
34.607756537201,39.2498702589732,35448.3421489069
37.1626482447227,37.9349423690032,16019.8252264487
33.4300808764767,26.1514209624357,742.983920573126
35.0146862483951,26.8857715618392,8372.42753586172
35.7088602949104,31.0740183974667,9679.84866208465
47.6635914216141,37.4107048763997,10062.6008824246
26.1268566782399,31.2266436412641,25239.4392274624
38.0215249924822,31.3444288001165,17076.1894888909
40.0399502398949,31.3517584011137,34492.9164151215
39.189882024523,37.0150899108529,3473.62411779449
44.6539805673917,25.4063258512058,13501.4148114412
44.0241803973957,30.5300626557419,23719.3486169562
42.9800255767383,41.1676075307947,4580.99986115568
36.1836344304438,35.5917696966389,29441.2179461646
37.9812917433887,25.2864643540756,7430.37311680558
42.0464733870319,28.0685275212719,9943.62349323296
39.6373832551035,36.7941035879057,23029.0233546055
42.3712156716859,37.3345187976142,10913.5711997526
36.698738755068,19.2190137793975,24806.6754358732
41.8495383856274,31.8321838901286,NA
31.2771159015606,36.4330043590805,15869.6021785711
49.4514416565777,31.4313770693803,24682.5620890228
42.3518234460168,34.1908923508748,27689.7539781432
37.360317121372,22.6670159498859,25218.0786510375
27.1334258272318,29.0226691950533,3333.23664131801
40.1958425527075,25.1030422834004,12801.3603571484
42.6590883163818,31.2937921782424,25983.0766455774
