# Simulated spore data file for batch processing
# timestamp: 2021-05-18 18:18:21
# SKM
# ----------------------------------

"spore_length","spore_width","spore_vol"
43.3617842771106,31.1524876799767,27970.4447484694
47.0738119956559,18.4006529924733,24918.430380952
42.960835777666,30.2676458618883,5872.09282429508
36.145594947194,33.6948503687414,20861.4338261419
32.8460615377018,16.9731130715251,9216.86689548035
37.5517316292647,39.7694141269204,19790.8410425035
33.2562144482983,25.8578198826957,12983.2601609046
41.2460912607324,36.7028283150951,15103.5589519869
37.181612872694,31.5002101603215,18649.7495585638
48.7907511230453,32.1123407614869,3785.38879135822
21.3004994719429,19.2845128501402,1871.92545633842
40.3398486061159,30.7015194767708,40740.4232098765
32.923788114567,17.4333245325818,19487.1600745698
46.4021774234083,26.9395997782351,43178.8926851164
47.2752308779285,22.1916638310095,13552.8381372367
41.8347422666155,31.448585535703,37823.0228514621
35.8999212175622,34.0312100893636,26489.9085701712
40.1590240640381,25.915160105832,28275.5363086363
46.8674465788269,36.9225746309565,21516.256243869
35.824528698686,26.5610947478633,25580.399602032
34.4017959057243,36.4942574249681,37093.3251825018
47.0231397012424,36.4277596315469,34382.371965008
34.1746484717464,29.3904494600922,14045.4242585182
45.7736842041201,25.9507685145147,8584.37702764611
36.0316172872034,18.854627081171,2247.52709012842
41.2228948468555,23.6510835104435,22291.5483557553
32.2966125079578,33.5571861818121,34312.4474222528
48.265622516086,43.60056021998,14762.2843370813
40.6567441710831,27.2133331456938,31380.0412284359
32.3722725576307,35.7554248426657,22875.0214722589
41.0070561432615,35.3422847730239,11059.6142063337
34.1287688619474,25.8726726454826,14996.6600196286
46.8956696512302,29.5549113823663,11224.0896513921
