# Simulated spore data file for batch processing
# timestamp: 2021-05-18 18:18:22
# SKM
# ----------------------------------

"spore_length","spore_width","spore_vol"
40.1112896574637,26.8604020344186,3208.19900931536
33.1351862475028,38.6194060202564,18459.5167120103
26.1626390297513,29.2204712413997,12557.1324878007
45.5431762671873,27.3014058445588,26552.2754507291
46.4642238047841,28.9674051959362,25625.019248414
54.8054950452278,43.0666359864742,13742.3673397913
38.2613274682493,19.1523972063546,10465.0962730798
42.6721251294067,24.120389119317,34311.2880746144
33.3646595773068,27.5470347495877,15990.9898470121
40.5327922008825,28.8299128576759,9491.59120900513
41.4634978955447,26.3833615626483,5240.5329504358
35.7385928157452,37.5067724249616,18372.1931472658
51.65322817829,36.7492549679434,15586.7441209638
34.8801401207211,25.2842235783772,9856.33290213212
40.1077576748025,35.1798888031734,20176.7013906968
42.8802812922571,34.5628258875986,20418.0741341027
44.1512535860555,36.6510559118405,23264.0892012077
44.2815608112922,31.927276346293,34041.5570261433
39.7528964553857,21.603545636014,23519.1237223344
33.4508568440885,27.0931558826861,12112.4260067432
46.750805731252,29.4516844477974,12907.2272497175
46.7479334628585,20.8053780534164,13785.4857776188
39.3604962345208,30.6891188086904,21464.7698636524
42.2301679220371,29.3432647236548,25801.6625496021
41.2188287108763,22.3831502786337,15615.9759549889
46.6859207922256,31.6795435325786,16083.4690471738
46.0329779810139,35.1096330597138,37271.0435450057
46.3273958726395,30.0028880163131,12422.4278179186
35.0926684822007,43.1255090201194,17473.090690211
37.6128488537487,18.7112445832634,12263.0198413622
39.9510908209441,22.2519393721267,4313.57665723737
31.3920471312983,26.8751927090335,38481.4559301963
45.5030520149251,26.0930776975358,20153.2244438909
34.2584067781487,27.7586038180188,3383.02612344266
39.5750445973675,31.5850579577221,15319.8953114409
33.3832051301964,28.3982173355375,8855.84125337178
43.6999900026634,28.3137023479027,18775.5684623202
33.0958733582272,22.9453756527427,13773.6514424878
34.9876891520306,35.917864461634,NA
40.410732649172,32.4268230655768,18781.0078977315
30.6781452834133,17.5589059767632,NA
39.2233331891107,40.6248471654577,10068.3319177553
32.3846387104348,30.6119469586199,32396.9595154258
42.4292537725777,24.9649072972511,23751.8492991107
39.3898825463207,26.1745361294766,16531.1839534836
44.3096781676985,31.0425321258762,8309.52098910511
46.6826742115563,37.4864413100439,NA
33.3657331146275,30.9360548919389,10639.0559050632
40.7877931731721,19.2958110881397,21553.7161679108
34.6463719114773,32.3529464672861,9313.13543376659
48.5146089166132,28.1899263919492,31110.2311742177
43.1174899785601,38.5723591417888,20367.805474633
35.6725162414814,30.7331374888555,21887.9364672702
32.5826768022798,21.1230737768829,10680.0273758536
30.6276011136694,34.9101341619173,8661.86330429674
46.3398724039929,29.1774638734543,34986.7084086908
40.691899829002,33.243326706778,11546.1226614553
43.8326548053781,22.8390579530591,21206.8146439158
32.6687920167777,19.7499796779972,16148.6842140944
31.4503666997615,25.0483768604835,29374.5501295926
41.2333796115379,22.3917962655162,NA
49.9514410489609,32.8907781133782,7239.36136401161
36.7993937925749,24.1976669493925,23739.81537627
36.5719068120069,34.1069654539644,17377.1262508891
46.2333393545227,21.0026512643669,34197.7504718626
