# Simulated spore data file for batch processing
# timestamp: 2021-05-18 18:18:21
# SKM
# ----------------------------------

"spore_length","spore_width","spore_vol"
46.5519714700706,35.0961557914571,13413.8963478711
39.2442549948992,41.3132435072234,33018.6573210663
37.6387431883006,29.1867757518179,15427.5820190137
33.2334187318305,33.7356061190505,13757.2782001976
38.8226897921495,33.4107935029816,14055.7732755605
34.2247963147865,22.175613492556,10460.1541424131
43.9830136741253,29.4173367076629,24305.0461191321
43.4944659213206,24.4556645466768,12824.7219029774
40.1099112183374,42.8909644586082,8159.32583338457
44.7574102236423,30.5437833840715,24491.6219638273
35.7469143340066,29.658329618222,31770.6530957673
52.6481004397685,39.3743367007485,5686.16647290702
45.1938990928367,35.0981242182839,26729.0953967347
48.083606026747,21.2305492130895,16528.075420163
31.1391399466242,33.6525014472127,25137.5174571765
