# Simulated spore data file for batch processing
# timestamp: 2021-05-15 17:20:45
# SKM
# ----------------------------------

"spore_length","spore_width","spore_vol"
42.2059115281409,27.0095747925001,15418.6464974802
47.1259494736101,31.4363475491239,14585.9895760431
36.6189345016703,20.7258582517441,33478.2126312295
37.8629474890884,29.8739411397688,25137.581526332
37.3863848877731,13.1292210734176,19060.604532688
26.4349504110114,33.2469250691822,38575.711368118
45.139438771715,33.8988320959793,8863.04020818086
40.2903348736267,26.422023846241,18291.8619998794
44.4959516888856,23.2420102145685,17701.5788217498
42.6937635891057,31.6307107117931,8125.33941201669
37.7173042555854,24.265657646772,12352.4292956873
38.7871446921806,28.4100971715423,22957.6052888568
37.7991799926289,33.0663541131904,22647.2508488123
40.7878407958349,30.8866194239773,19598.4021123045
37.9270139198961,36.2421378178283,33241.5561825595
30.9921996205858,31.7852208497278,33402.8672897273
38.0338871829629,25.9577174953457,35230.4024431661
48.8590626189845,34.6546867102286,28476.6132364274
30.2473827573011,38.3848630875104,7373.27366151277
37.960357113634,21.9132352305794,29182.1563249697
37.5255245065557,33.9041828682293,NA
40.9712532332236,18.1746677762894,28044.5402921706
39.1267616692578,25.3016650527335,25100.4436068047
35.5281349720434,30.5958132545377,28183.9392617282
41.6505912501927,14.9257069258951,34708.2678709619
37.1552205867909,35.2756317213096,12055.6240969285
41.3847001898569,40.8702016604732,14571.725103987
38.2581624995399,17.6946067747252,29904.7097965678
51.3915450868337,24.8728588984428,19663.5498261614
37.286436788264,30.71128737395,15022.4046713254
43.9840737550823,28.7404066214444,16738.0771350444
41.7893979118972,34.6367457031383,18795.8655481553
33.9407111763425,22.7390174145185,2528.41666586735
34.7972878763522,40.7105040517015,15363.1947265622
36.9693178875632,36.8646557295411,11740.7898119042
39.9447944287467,25.1161692529363,23797.7100163277
28.9333961192483,28.271779087914,24232.3811839492
37.8579732555949,24.6925193220741,19538.8836376953
47.057479529673,25.0706217042797,17194.6310520029
41.9901394211089,31.2790342748465,28919.6072159439
32.5967484718815,33.2882183036673,17452.9004969597
35.3328428399349,29.6538409680416,33854.8908672806
30.6866828489715,29.2417482367416,14158.8739796036
37.648038507384,27.0309993986523,11240.1472989415
41.1912681969594,21.960843779152,39269.4432323967
37.4126391467475,21.5367485778862,22530.327588233
29.1719197106509,32.373775934113,28432.8298743877
35.4769342213404,23.5222257913325,29433.1804566021
40.4477758235728,32.8588391410049,32088.8196154122
53.2756159686507,29.91465344863,7872.30249643756
37.6347740665386,28.3762397707208,15411.8131019067
40.8535872446834,24.1611549964181,9793.08798157452
41.690966556056,19.8334225029111,16127.8797365988
36.1710451474886,20.1627279928795,18925.6079381457
36.7806110720368,29.8098267404763,2201.97860943207
45.9315057897697,34.0716589995465,43506.2991744282
34.8127685394019,28.3128196282428,6702.4777312711
50.7031668475836,29.5047593160805,13244.7218380919
39.8919686697765,26.198197284404,22683.0440227617
42.9962454201967,30.9214525016204,NA
45.7087799268849,38.2059444132011,17715.575603631
55.5356615706883,28.6710596946809,21410.0817577845
38.5810415923201,38.0175856388508,45708.894846748
31.8614982179196,33.9282898892688,25708.851898945
50.6645781447513,29.8190990112915,26998.5075356989
32.569993000806,19.5022793976379,20793.0554564535
51.5247866950716,34.5975802685313,25243.9318588677
31.7280700337879,27.7672751439711,22020.4630090082
39.1193240784542,30.6522213572841,31786.1576906641
32.4822813746009,35.6158867596814,44336.3714047408
38.7375592445852,22.9323516052916,30232.7456307011
43.8679141062321,21.9285418959057,28666.1054727825
47.4470698943667,35.0470604607002,14584.3149129677
37.0498282137856,32.7621919616165,14400.3528889766
36.4033542084286,36.8100318565178,31938.2996585393
42.6661233839472,22.3653985021779,4070.94943084786
39.9075978110881,34.2907043794209,11183.2699587447
