# Simulated spore data file for batch processing
# timestamp: 2021-05-15 17:05:59
# SKM
# ----------------------------------

"spore_length","spore_width","spore_vol"
33.0637942952495,24.6179395132196,10554.6820252097
36.7680360396227,23.64044056132,26274.046729559
35.3569381456934,30.0750758547392,34742.7166911199
44.607606461727,39.9163136315557,45598.1600606216
35.2583277662829,32.8744667944652,23291.5134171771
32.6392210438324,29.087905605716,14221.0263530831
38.8578115498392,26.2926889425463,15960.623154225
52.6570733694299,26.1019624089402,11018.9347791265
39.1206038808605,34.3483142121054,22424.7456707849
35.8153305891266,27.8434177794296,26208.2579238786
37.9181771850562,27.292492730348,13983.3566656095
29.4341839441637,17.670574707388,19275.652154939
42.0551517848497,35.6082462115342,1182.085382929
36.2837471176029,40.0817098355205,11887.6641923858
37.8803222693743,16.4090395691509,8948.22495186818
40.8187444810139,30.8747121118366,17654.8640116692
41.5640243976568,28.3683474270891,NA
43.6273356662649,35.2036012845176,23198.6148803356
38.632718983809,22.5542419491697,16906.5570369972
38.6547502383466,30.5186883153417,24215.5014897614
36.3336575095953,34.7606815520042,NA
33.3509410555517,29.9953267151958,3041.67946386164
32.0303137394781,26.7066738783539,6619.05730104879
21.1245091061494,36.1529722117049,25085.3111423219
46.3348617862299,31.1582834688909,16379.2003937769
39.6666746249414,28.7750522144567,13541.6116077933
39.3755791927486,27.7844964892206,317.851633446582
27.381253414151,38.5813143974284,14052.7493135231
25.6821830573088,35.2488711022294,24307.9246558421
35.7401536053457,21.2617482310434,10832.8144735887
39.8402376200569,30.1791949200967,10029.3683721023
33.6763127829071,27.0081188553167,7858.67531880922
50.3634062517768,24.265824852831,29301.8441809864
46.8218175633327,27.3226697156848,25450.0900318817
37.7119390364975,25.7413560732188,8078.56416001376
31.4616863764056,32.2594152131554,41301.5171433112
41.6551971512546,27.8106660816149,36732.5453225033
37.1316610588156,34.0938776828184,26730.2634036257
33.0123884186268,27.9152812517613,33792.2075608465
44.3064682048197,31.0684182561848,21049.5507821947
30.8659371612399,33.8762172347209,8266.27770859728
33.8740698751942,29.2847950254057,12785.8378003222
38.6448869050746,27.3540523477667,26703.3461892159
35.809220814659,26.5644566414447,24856.8665403678
26.1173552179571,26.5703565189103,24622.8062612633
33.8465965856763,37.0794300442549,24206.8836647119
40.7341584239288,30.9696454446239,28336.4820689208
39.7729689969645,33.3116292470863,NA
27.2296105981629,18.0516114182673,25191.8961041001
37.3168811870132,21.0556831543055,6024.03657718629
38.918167047529,15.0782554384492,41410.8624362472
44.9204155206736,18.8464693832021,36912.1890163268
38.8426761446534,39.1492459993291,25646.360293907
40.3084035881131,32.8408966112641,15175.3384292346
34.0058711724743,36.5118412200307,14223.0058758737
37.2765934346382,12.5970283377013,20456.6665865804
41.346705097988,32.0958065124183,32505.9478399924
31.6911879703484,36.37104164797,11485.7122063894
31.3508504872791,26.3144220878804,4975.13941378808
49.2730527839167,29.1733309656943,16235.2120545353
33.7259153285946,26.2181163106338,30978.688395211
40.8039937900154,26.3118636451584,14582.1738408526
44.7715581347761,32.6847069701904,5941.89963952011
34.003563807296,26.602085488516,21089.1593011297
41.4643504733236,30.0599694925205,15570.2340977775
30.3738066079337,31.931644402467,18281.4132397649
50.8224980553653,29.8658285692801,24865.2323135147
42.0093999704278,25.5180545010089,21670.7229469751
40.7937288378766,20.6237827493789,8843.95743596696
26.9939873107437,27.9842787532889,17242.5296056431
30.6932052313532,29.7008964534738,5458.6930275334
45.1081013594228,31.4352871168727,19528.668333377
33.0940011628898,24.7477959954009,10559.7812595859
31.6481297648106,25.0379219030694,36976.098338609
46.4962849253221,23.1375316453459,13529.4512180012
49.3838068904753,31.2118060154248,32857.3839315205
45.9499703847336,36.5148287217525,10200.8096577841
